place;COMMUNE;prix;date_end;date_start;Etoiles
68-70 chemin de belledonne;;TRESSERVE;222;30/07/2020;21/07/2020;5
22 rue louis martel;;SAINT-OMER;176;22/05/2023;15/05/2023;5
1 place Castellane;;GRIGNAN;91;14/02/2022;07/02/2022;5
34 avenue de la mer;;SAINT-CYR-SUR-MER;146;14/02/2025;05/02/2025;2
258 avenue Daumesnil;;PARIS 12E ARRONDISSEMENT;290;30/03/2022;21/03/2022;2
Place Président Édouard Herriot;;AIX-LES-BAINS;258;22/01/2023;12/01/2023;3
Agnarello;;PORTICCIO;274;13/07/2023;03/07/2023;5
Boulevard Charles-Marie Savelli;;L'ÎLE-ROUSSE;248;10/07/2021;02/07/2021;3
La Sourderie;;VILLAINES-LA-JUHEL;244;24/12/2021;15/12/2021;2
23 rue Gounod;;NICE;129;24/02/2022;17/02/2022;2
71 impasse Jean Baptiste Charcot;;FRÉJUS;155;17/06/2023;07/06/2023;5
41 Avenue Georges Clémenceau;;GAILLAC;68;18/09/2024;12/09/2024;2
7 avenue Guy Célérier;;LANTON;159;11/01/2023;02/01/2023;5
47 route touristique de Matha, La cotinière;;SAINT-PIERRE-D'OLÉRON;62;23/11/2022;15/11/2022;1
avenue Franck Cazenave;;ANDERNOS-LES-BAINS;287;02/07/2023;26/06/2023;2
6/8 place de la Gare;;COGNAC;73;02/06/2021;27/05/2021;1
6 avenue de Charlebourg;;LA GARENNE-COLOMBES;232;16/05/2021;07/05/2021;2
Avenue Christophe Colomb;;CALVI;226;22/09/2022;16/09/2022;3
545 Boulevard Georges Selliez;;LA CROIX-VALMER;171;03/07/2021;25/06/2021;4
Avenue André Gide;;LE LAVANDOU;66;18/03/2022;09/03/2022;3
15 rue Partouneaux;;MENTON;141;30/04/2024;23/04/2024;4
11 B route de Colmar;;AMMERSCHWIHR;223;19/03/2022;10/03/2022;1
883 chemin de Martel;;MONTAGUDET;270;17/10/2024;07/10/2024;1
place de la révolution;;SAINT-JEAN-DU-GARD;108;02/06/2023;24/05/2023;4
10 quai Aspirant Herber;;SÈTE;164;30/12/2021;20/12/2021;2
39 Rue des pierres Missigault;;BARJOUVILLE;212;27/04/2023;17/04/2023;4
2 rue saumuroise;;LA BREILLE-LES-PINS;213;19/11/2022;09/11/2022;5
56 rue d'Avau;;BLAISY-BAS;120;07/11/2023;02/11/2023;2
9 bis route de Blois;;BRACIEUX;117;09/10/2024;30/09/2024;1
921 Route de Marcilly en Villette;;LA FERTÉ-SAINT-AUBIN;247;19/10/2022;13/10/2022;3
6 route d'Epernay;;GILLY-LÈS-CÎTEAUX;226;19/11/2020;12/11/2020;3
1 lieu-dit l'Orée du Bois;;NORROY;63;18/12/2020;11/12/2020;4
6 avenue gambetta;;ROMANS-SUR-ISÈRE;171;01/12/2022;24/11/2022;5
1080 Côte de l'Île;;LAFRANÇAISE;99;15/05/2022;05/05/2022;3
PRALOUP 1600;;UVERNET-FOURS;197;06/04/2023;29/03/2023;2
station seignus bas;;ALLOS;177;25/09/2020;15/09/2020;5
24 Place de la Fontaine;;MUTZIG;198;10/07/2023;03/07/2023;4
9 place de l'Église;;NAVES;299;14/02/2022;07/02/2022;3
Les Sables;;VÉZAC;196;21/01/2022;14/01/2022;2
2 place sol del barry;;NAJAC;91;10/09/2022;02/09/2022;5
330 rue du lyret;;CHAMONIX-MONT-BLANC;189;17/01/2023;10/01/2023;3
Avenue du Maréchal Leclerc;;FONT-ROMEU-ODEILLO-VIA;212;12/01/2024;03/01/2024;2
20 avenue Général de Gaulle;;LE LAVANDOU;286;15/10/2024;07/10/2024;4
52 RUE DE LA FERME;;HYÈRES;242;06/08/2023;28/07/2023;5
Le Village;;REILHANETTE;249;17/11/2021;10/11/2021;4
54 rue de Bourgogne;;SAVIGNY-LÈS-BEAUNE;261;28/06/2023;20/06/2023;3
La charmette;;LES AVANCHERS-VALMOREL;188;28/07/2022;22/07/2022;1
32 rue marechal foch;;COURSEULLES-SUR-MER;300;01/06/2023;24/05/2023;3
HAMEAU DU ROUBION;;NÉVACHE;148;03/08/2022;29/07/2022;2
3 boulevard de Verdun;;DIEPPE;164;25/05/2023;16/05/2023;1
2 PLACE GAMBETTA;;L'ISLE-JOURDAIN;206;21/02/2024;14/02/2024;2
3516 Chef Lieu;;ARMOY;174;04/04/2020;26/03/2020;1
Boulevard Georges Pompidou;;SAINT-ÉTIENNE-DE-TINÉE;120;18/02/2023;08/02/2023;2
30 grand-rue;;THIÉZAC;171;04/03/2022;22/02/2022;4
7 cours du Danube;;SERRIS;175;19/03/2023;10/03/2023;5
20 rue émile roux;;CONFOLENS;71;19/10/2023;09/10/2023;5
733 avenue de Joux Plane;;MORZINE;149;14/09/2022;06/09/2022;2
10 place du jet d'eau;;SANTENAY;290;25/07/2024;19/07/2024;5
3 Allée gilles Personnier de Roberval;;CARCASSONNE;197;30/11/2022;23/11/2022;4
119 AVENUE DE CAMARGUE;;LE GRAU-DU-ROI;155;23/03/2024;14/03/2024;4
2 place du Lavoir;;TRELINS;107;25/06/2024;20/06/2024;5
BOULEVARD DE L'ALMANDIN;;SAINT-CYPRIEN;139;12/10/2023;04/10/2023;5
17 Bis Rue Du Petit Labat;;SAINTE-MARIE-DE-RÉ;289;10/11/2022;04/11/2022;5
579 Boulevard De La Garoupe;;ANTIBES;183;29/05/2023;24/05/2023;1
domaine de l'Ardilouse;;LACANAU OCEAN;87;04/12/2024;25/11/2024;1
40 rue de Belfort;;MONTBÉLIARD;188;26/08/2021;17/08/2021;5
2281 Av St Jean;;MONTCUQ;64;01/04/2024;26/03/2024;3
10 Place de la Libération;;BEAUMONT-SUR-SARTHE;173;17/10/2023;12/10/2023;3
Place des Pins Penchés;;LE LAVANDOU;83;29/05/2022;19/05/2022;5
Route de Cahors;;VILLEFRANCHE-DU-PÉRIGORD;81;04/11/2021;29/10/2021;1
15 avenue de la Badine;;HYÈRES;125;27/03/2022;17/03/2022;4
56 ROUTE DE DRAGUIGNAN;;MONTFERRAT;296;10/02/2025;05/02/2025;3
Place Albert Florens - Calas;;CABRIÈS;98;09/10/2023;29/09/2023;4
18-20 Hameau de Cabezac;;BIZE-MINERVOIS;105;26/02/2023;20/02/2023;5
Domaine du Treizain;;GASSIN;201;27/07/2020;20/07/2020;1
175 Av. Général Charles de Gaulle;;ENTRAIGUES-SUR-LA-SORGUE;243;19/05/2024;14/05/2024;1
765 Chemin de Pestelade;;EYGALIÈRES;89;06/08/2022;01/08/2022;2
280 route de barjac;;VAGNAS;96;19/04/2023;12/04/2023;1
625 ROUTE DE LA MER;;BIOT;79;18/06/2024;13/06/2024;5
1 chemin de la Lône;;BOULBON;257;17/04/2021;08/04/2021;5
Route de Montélimar;;GRIGNAN;83;26/01/2022;18/01/2022;1
7 allée des Oliviers;;CANNES;175;10/10/2020;01/10/2020;1
Chemin de Quinson;;MOUSTIERS-SAINTE-MARIE;115;12/10/2022;06/10/2022;1
25 route des Carles;;SAINT-TROPEZ;137;27/12/2021;22/12/2021;5
505 Impasse de la Bastide;;SANILHAC;117;16/07/2023;07/07/2023;1
Route de Flayosc;;TOURTOUR;204;08/04/2022;30/03/2022;5
850 Route d'Avignon;;VAISON-LA-ROMAINE;217;18/07/2024;12/07/2024;4
1288 Route de Cannes;;VALBONNE;270;18/10/2022;13/10/2022;2
400 route de valbonne;;MOUANS-SARTOUX;142;02/05/2024;24/04/2024;4
Route d´Orange;;NYONS;230;16/04/2024;10/04/2024;3
1 tour de Ville;;MONFLANQUIN;166;25/12/2021;16/12/2021;1
278 chemin des salins;;SAINT-TROPEZ;225;06/11/2022;27/10/2022;2
501 chemin du Puits de Grandaou;;MAUBEC;105;09/04/2022;30/03/2022;1
Route du Puy Mary;;SALERS;73;10/09/2021;03/09/2021;5
1609 Route de Malpasset;;FRÉJUS;217;01/03/2024;21/02/2024;5
Chemin du Paradou;;MOUSTIERS-SAINTE-MARIE;69;30/07/2023;21/07/2023;1
36 CHEMIN FELIX ZIEM;;LE VAL;153;18/08/2024;12/08/2024;1
Avenue des Thermes;;CAZAUBON;182;03/12/2022;25/11/2022;4
660 route de Cagnes;;LA COLLE-SUR-LOUP;277;04/03/2022;24/02/2022;5
48 avenue Henri Dunant;;GRASSE;120;21/11/2024;12/11/2024;1
Route de Banon;;FORCALQUIER;190;06/11/2023;27/10/2023;2
Avenue de Saint-Martin;;CARCASSONNE;251;28/07/2022;22/07/2022;1
1 rue des écoles;;NOAILHAC;234;23/03/2020;16/03/2020;2
la Bouriatte;;NAUSSAC;86;24/07/2024;15/07/2024;1
20 rue des Alizés;;SCHOELCHER;262;14/04/2024;04/04/2024;5
4 RUE DE MADRID;;CAPBRETON;126;02/01/2020;23/12/2019;2
la chalp;;SAINT-VÉRAN;67;09/03/2023;01/03/2023;5
14 Avenue de la République;;AUBUSSON;164;06/02/2023;01/02/2023;1
78 avenue Pierre Ziller;;GRASSE;228;28/12/2022;20/12/2022;1
111 Avenue de la muzelle;;LES DEUX ALPES;239;18/01/2024;11/01/2024;4
92 rue du Cherche Midi;;PARIS 6E ARRONDISSEMENT;224;18/12/2021;09/12/2021;1
4 avenue Paul Blisson;;SAINT-HILAIRE-D'OZILHAN;103;15/09/2021;09/09/2021;1
349 rue de Belleville;;PARIS 19E ARRONDISSEMENT;98;13/04/2022;06/04/2022;3
Route de Paris;;THOUARÉ-SUR-LOIRE;266;13/07/2021;08/07/2021;5
Le Bourg;;LA ROQUE-GAGEAC;89;24/05/2022;16/05/2022;5
Route de Brive;;SAINT-PIERRE-LAFEUILLE;284;27/08/2023;17/08/2023;2
Route de Monticello;;MONTICELLO;277;16/11/2022;07/11/2022;4
103 route du téléphérique;;MORZINE;221;18/07/2022;12/07/2022;4
ALLéE PECH MARIE;;ARAGON;300;08/08/2022;29/07/2022;5
La Seoube;;CAMPAN;243;16/02/2023;06/02/2023;4
24 Rue du Barry;;SÉVÉRAC-LE-CHÂTEAU;63;24/09/2022;16/09/2022;2
4 Avenue de Cassiopée;;AGDE;122;27/06/2023;19/06/2023;2
256 rue Louis Martin;;LA CROIX-VALMER;196;24/10/2022;17/10/2022;3
24 rue des Orfèvres;;TALANT;269;30/01/2022;25/01/2022;2
29 rue du Général de Gaulle;;SAINTE-ADRESSE;229;30/01/2022;25/01/2022;5
Avenue de Lérins;;MOUSTIERS-SAINTE-MARIE;67;21/05/2023;15/05/2023;2
1 rue des Lilas;;NOUZERINES;191;03/04/2022;28/03/2022;2
240 rue du Vieux Bourg;;SÉGNY;149;09/11/2023;31/10/2023;5
2 Route de Besançon;;CLERVAL;64;09/12/2023;04/12/2023;5
98 allée de Verdun;;SAINT-MARTIN-VÉSUBIE;283;29/05/2022;24/05/2022;3
Le Bourg;;SARRAZAC;250;03/03/2023;23/02/2023;1
240 le lac Chambon;;CHAMBON-SUR-LAC;70;08/05/2022;03/05/2022;3
Chemin du lac;;CHÂTEAU-ARNOUX-SAINT-AUBAN;277;12/10/2022;03/10/2022;2
962 quai des violettes;;AMBOISE;289;24/06/2023;19/06/2023;5
5, Chemin du Moulin;;TOURNEMIRE;136;21/01/2025;15/01/2025;4
12 rue du port;;SAINT-PHILBERT-DE-GRAND-LIEU;244;11/01/2023;02/01/2023;5
Hameau de Saint Marcel;;SAINT-MARTIN-DE-BELLEVILLE;273;15/08/2022;08/08/2022;3
route de collobrières;;GRIMAUD;95;28/11/2022;21/11/2022;3
9 boulevard Gambetta;;BARBEZIEUX-SAINT-HILAIRE;281;17/02/2023;07/02/2023;4
Lieu-dit Gourette;;EAUX-BONNES;127;19/07/2022;11/07/2022;2
111-113 AVENUE DE LA BOURDONNAIS;;PARIS;270;15/07/2024;09/07/2024;2
Ile du Levant;;HYÈRES;106;13/06/2019;03/06/2019;5
59 avenue de la Muzelle;;MONT-DE-LANS;65;25/03/2022;17/03/2022;2
Village;;GÈDRE;136;19/01/2022;14/01/2022;1
58 rue du Canal;;BANNAY;208;25/06/2021;15/06/2021;4
36 Place Saint-Jean;;CORBIGNY;98;08/12/2024;02/12/2024;1
12 rue de la Mer;;PLOUIDER;224;14/12/2022;05/12/2022;5
295 Chemin des Bégudes;;VERS-PONT-DU-GARD;256;25/10/2020;20/10/2020;5
ROUTE DE LYON;;PÉROUGES;242;30/12/2022;23/12/2022;4
1033 Route de la Banne d'Ordanche;;MURAT-LE-QUAIRE;251;11/12/2023;04/12/2023;5
455 Avenue Du Général De Gaulle;;LIMONEST;126;29/03/2023;21/03/2023;3
Château Feuillet;;LA LÉCHÈRE;82;13/05/2023;03/05/2023;4
33 Rue Brun Larochette;;DIEULEFIT;162;16/01/2023;11/01/2023;1
Arcs 1600;;BOURG-SAINT-MAURICE;170;01/01/2023;22/12/2022;4
quartier du port;;OTA;125;09/10/2022;03/10/2022;5
15 rue de Penthièvre;;PARIS 8E ARRONDISSEMENT;236;03/04/2022;24/03/2022;5
1464 Route des lacs;;SAINT-JULIEN-EN-BORN;269;12/09/2020;03/09/2020;4
7 PLACE DE LA CAPELLE;;MILLAU;155;13/01/2020;07/01/2020;2
1 square du Général de Gaulle;;CHÂTEAUNEUF-SUR-LOIRE;86;27/07/2023;18/07/2023;4
Rue du Boulanger;;MIRMANDE;265;13/04/2023;05/04/2023;1
1 boulevard Pierre Benoit;;CIBOURE;214;21/03/2022;16/03/2022;4
8 rue des Antignans;;NYONS;186;06/06/2023;01/06/2023;5
Route Nationale 198;;SARI-SOLENZARA;195;30/12/2023;21/12/2023;5
29 Boulevard du Roy René;;AIX-EN-PROVENCE;266;04/05/2024;26/04/2024;3
route de la plage;;CALVI;288;31/07/2024;23/07/2024;2
7 rue d'avon;;FONTAINEBLEAU;277;22/05/2023;17/05/2023;5
Impasse des Palmiers;;COLLIOURE;244;14/01/2021;08/01/2021;1
le pied du melezet;;CEILLAC;142;30/08/2023;25/08/2023;1
26 route de Gervaux;;CLISSON;185;13/07/2024;04/07/2024;1
4 route des gorges de nouailles;;MOUTHIER-HAUTE-PIERRE;253;09/09/2020;31/08/2020;1
7 rue Chanoine Boeuf;;LE BEAUSSET;103;14/03/2022;07/03/2022;3
Départementale 934;;EAUX CHAUDES;61;12/10/2023;06/10/2023;3
Route des Saintes-Maries-de-la-Mer;;VAUVERT;233;03/11/2021;28/10/2021;5
23 avenue de la victoire;;NOIRMOUTIER-EN-L'ÎLE;160;09/03/2023;27/02/2023;1
1 avenue de l'hippodrome;;AMIENS;142;11/12/2022;02/12/2022;1
85-87 rue des Archives;;PARIS 3E ARRONDISSEMENT;97;07/08/2021;28/07/2021;1
33 Saint Martin du Fault;;NIEUL;142;04/04/2023;30/03/2023;3
le bourg;;PADIRAC;249;20/02/2023;13/02/2023;3
8 allée de la Charpiniére;;SAINT-GALMIER;202;14/07/2023;05/07/2023;3
4 bis boulevard Bonrepos;;TOULOUSE;294;21/05/2023;15/05/2023;4
1 rue de Fouquières;;GOSNAY;137;19/03/2023;13/03/2023;2
88 rue des jeux Olympiques;;LES ALLUES;269;21/04/2023;14/04/2023;4
7 place pasteur;;LA BRÉE-LES-BAINS;93;14/08/2022;05/08/2022;2
36 chemin des Bouleaux;;MEGÈVE;82;27/12/2021;21/12/2021;3
Chemin de la Chaumière;;MATOURY;261;31/10/2022;24/10/2022;3
1bis rue des Pleiades;;LES MUREAUX;212;31/10/2020;21/10/2020;4
76 quai Farconnet;;TOURNON-SUR-RHÔNE;260;30/06/2022;22/06/2022;1
41 avenue Maréchal Foch;;AMBERT;266;30/03/2023;23/03/2023;3
15 route de Poitiers;;SAINT-LAURENT-SUR-SÈVRE;242;18/02/2022;11/02/2022;1
68 taille de mas du pied des nants;;MORZINE;122;16/03/2023;06/03/2023;2
322 route des Gaillands;;CHAMONIX-MONT-BLANC;206;27/08/2022;22/08/2022;4
11 quai théodore botrel;;PONT-AVEN;87;22/11/2022;14/11/2022;4
25 Rue Grande;;LES ANDELYS;106;03/03/2022;25/02/2022;5
Château de La Devèze;;SAINT-ÉTIENNE-DE-MAURS;84;31/07/2024;25/07/2024;5
60 rue de la Liberté;;PUGET-SUR-ARGENS;203;13/04/2024;03/04/2024;5
537 Chemin Pierre Mouraou;;LE BEAUSSET;127;11/03/2023;01/03/2023;5
4 rue de la Cimentelle;;AVALLON;248;05/11/2022;27/10/2022;4
Le Puy du Fou;;LES EPESSES;167;08/11/2022;03/11/2022;4
16 place de Conflans;;ALBERTVILLE;110;24/12/2023;14/12/2023;5
Autoroute A1, Boîte postale 8;;PLAILLY;238;17/06/2023;07/06/2023;2
le bourg;;CHAMBON-SUR-DOLORE;175;20/09/2022;12/09/2022;4
46 rue de Bassano;;PARIS;120;14/02/2025;04/02/2025;3
40 taille de Mas du Château;;MORZINE;117;09/07/2021;01/07/2021;4
19 a grand rue;;BIESHEIM;140;26/12/2023;18/12/2023;1
14 rue de Chambord;;MASLIVES;79;21/03/2022;15/03/2022;5
83 Avenue Kléber;;PARIS;285;16/12/2024;10/12/2024;1
10 place saint-paul;;VERDUN;177;07/07/2023;30/06/2023;4
14 rue Porte Berry;;SULLY-SUR-LOIRE;104;07/07/2020;30/06/2020;2
173 avenue du Maréchal de Lattre de Tassigny;;LA BAULE-ESCOUBLAC;279;16/07/2021;06/07/2021;1
Hameau Des Champs;;LANSLEBOURG-MONT-CENIS;155;20/07/2023;12/07/2023;3
222 Chemin Garrigon, Route Des Lavandes;;ROUSSILLON;141;03/05/2023;24/04/2023;4
46 avenue Louis Gaume;;PYLA SUR MER;268;17/11/2021;08/11/2021;1
4 Route de Clermont-Ferrand;;MASSIAC;264;20/12/2022;15/12/2022;1
43 quai du Romerel;;SAINT-VALERY-SUR-SOMME;156;19/07/2024;12/07/2024;5
7 boulevard de champaret;;BOURGOIN-JALLIEU;216;25/01/2023;20/01/2023;5
29 avenue de Tourville;;PARIS 7E ARRONDISSEMENT;78;27/09/2021;22/09/2021;5
1 bis avenue de la Concorde;;LA BAULE-ESCOUBLAC;174;21/10/2024;16/10/2024;1
61 rue Brancion;;PARIS;280;21/10/2023;12/10/2023;3
Hameau Le Perrotet;;GARGAS;265;23/01/2022;14/01/2022;4
6 rue de Rouen;;BOURGTHEROULDE-INFREVILLE;137;01/06/2021;27/05/2021;2
117 Avenue de la corniche;;SAINT-HILAIRE-DE-RIEZ;260;29/05/2023;24/05/2023;3
1 Chemin Di U Fornu;;SAN-MARTINO-DI-LOTA;87;25/12/2023;20/12/2023;4
32 rue neuve;;SAINT-JEAN-DE-MONTS;241;27/09/2022;22/09/2022;3
Chemin de Quincangrogne;;MONTÉVRAIN;294;08/12/2024;03/12/2024;5
1 place de la Bouquerie;;SARLAT-LA-CANÉDA;81;03/04/2022;24/03/2022;2
1 rue Baillet;;BERMICOURT;168;03/05/2023;27/04/2023;5
84 A grand rue;;BOUXWILLER;245;27/02/2022;21/02/2022;1
2 place de la couronne;;MARMANDE;271;23/10/2022;18/10/2022;5
285 rue Charlet Straton;;CHAMONIX-MONT-BLANC;76;08/08/2024;29/07/2024;4
8 rue du port, la Cotinière;;SAINT-PIERRE-D'OLÉRON;221;06/08/2023;28/07/2023;1
23-25 avenue de la combattante;;COURSEULLES-SUR-MER;140;28/11/2022;23/11/2022;3
4 place du Docteur Gantier;;ROYAN;254;13/10/2022;03/10/2022;4
9 place Xavier Bichat;;PONCIN;176;27/06/2021;22/06/2021;3
64 rue Nationale;;MONTRICHARD;227;15/03/2022;10/03/2022;1
8 rue despourrins;;TARBES;182;05/08/2024;26/07/2024;1
4 boulevard Jean Jaurès;;LA CIOTAT;98;02/12/2019;25/11/2019;5
768 route du Pernand;;ARÂCHES-LA-FRASSE;124;01/05/2022;25/04/2022;4
9 rue Voltaire;;VARENNES-VAUZELLES;89;10/02/2024;01/02/2024;3
6 route de Pencadenic;;LE TOUR-DU-PARC;92;26/05/2023;17/05/2023;1
Route Nationale 102;;LA CHOMETTE;110;20/06/2022;14/06/2022;2
616 avenue du trace;;HAGETMAU;158;22/09/2023;12/09/2023;5
4 route de la Motte;;SAINT-BONNET-EN-CHAMPSAUR;275;09/04/2022;31/03/2022;2
7134 route de Chinaillon;;LE GRAND-BORNAND;119;17/07/2022;11/07/2022;4
Avenue de la combattante;;COURSEULLES-SUR-MER;161;02/12/2022;23/11/2022;4
Avenue Louis Tudesq;;BOUZIGUES;97;27/10/2023;18/10/2023;4
3/4 avenue de l’océan;;LES MATHES;183;12/11/2022;04/11/2022;3
1 Avenue du tuc dous brocs;;SEIGNOSSE;227;15/06/2023;05/06/2023;3
14 Faubourg de Paris;;JOIGNY;232;09/10/2022;29/09/2022;2
rue des thermes;;LA LÉCHÈRE;231;01/08/2022;27/07/2022;4
5 rue du Général de Gaulle;;GUINGAMP;179;19/07/2023;11/07/2023;4
60 rue Jean Tafani;;SAN-NICOLAO;178;11/12/2022;01/12/2022;4
2 Rue De La Résistance;;LA BRESSE;167;21/12/2022;15/12/2022;3
6 rue d'avon;;FONTAINEBLEAU;144;23/10/2022;17/10/2022;1
1 rue Flandres Dunkerque;;QUETTEHOU;156;24/03/2024;18/03/2024;2
18 Rue Clément Marot;;PARIS;194;01/03/2022;23/02/2022;2
20 Rue Molière;;PARIS;227;23/03/2024;18/03/2024;1
5 rue Loquin;;SAINT-JEAN-DE-LUZ;69;20/12/2022;13/12/2022;3
Lieu-Dit La Caserne;;LE MONT-SAINT-MICHEL;119;05/07/2024;27/06/2024;2
23 Place du Marché;;OBERNAI;91;16/11/2021;09/11/2021;4
Le Château du bois;;SAINT-GENEST-MALIFAUX;216;29/12/2022;23/12/2022;4
53 rue de la république;;HONFLEUR;155;01/07/2023;22/06/2023;1
13 rue du BOURG;;LA FERTÉ-SAINT-CYR;148;18/03/2023;10/03/2023;3
Route de Saint-Florent;;OLETTA;87;06/12/2022;29/11/2022;2
27 avenue Porte de France;;MENTON;76;20/04/2024;15/04/2024;2
245 route de la Syrah;;SAINT-DÉSIRAT;95;06/04/2022;28/03/2022;1
7-9-11 rue de la Fabrique;;LA ROCHELLE;259;02/11/2023;24/10/2023;4
2 Cours Gambetta;;COTIGNAC;259;01/06/2023;26/05/2023;4
24 rue Cadet;;PARIS;265;16/10/2023;09/10/2023;4
8 rue Jean Pourchier;;LA BOUILLADISSE;74;18/06/2022;08/06/2022;3
110 chemin des Bois;;AVIGNON;173;07/07/2021;30/06/2021;3
1078 route du Col des Aravis;;LA CLUSAZ;158;11/12/2021;06/12/2021;5
41 avenue des Mathes;;LES MATHES;166;03/04/2024;27/03/2024;1
9 rue pasteur;;LOMPRET;68;23/05/2023;17/05/2023;4
200 route de Montelimar;;GRIGNAN;159;12/10/2020;07/10/2020;4
Route de Tahiti;;RAMATUELLE;146;06/10/2020;29/09/2020;1
346 CHEMIN EN CHON;;BISCARROSSE;289;02/11/2022;24/10/2022;3
Quartier de Bourran;;RODEZ;113;09/06/2022;31/05/2022;1
la bagatelle;;MAIGNAUT-TAUZIA;85;11/09/2020;02/09/2020;3
La Chalp;;ARVIEUX;259;24/07/2020;15/07/2020;1
185 Chemin des Bruyères;;ÉQUEMAUVILLE;257;27/06/2022;17/06/2022;4
Hameau des Pourquiers;;GORDES;256;11/05/2023;02/05/2023;2
123 route de Chartreuse;;SAINT-ÉTIENNE-DE-SAINT-GEOIRS;263;05/12/2021;29/11/2021;2
Lieu-dit Vur Ven;;SAINT-ÉVARZEC;117;06/07/2022;27/06/2022;3
bourgeneuf;;SAINT-JULIEN-CHAPTEUIL;295;11/10/2022;03/10/2022;2
3048 Route Edmond de Rothschild;;MEGÈVE;164;06/10/2022;26/09/2022;1
550 AVENUE LOUIS COPPEL;;THYEZ;246;24/01/2025;15/01/2025;3
10 allée des Pois de Senteur;;LA PLAINE-DES-PALMISTES;177;14/12/2022;08/12/2022;4
214 rue Pasteur;;LES ROUSSES;127;19/01/2022;14/01/2022;3
555 rue du vert;;WIERRE-EFFROY;263;21/04/2023;12/04/2023;2
lieu-dit Le Colombier;;LA ROQUE-GAGEAC;70;06/11/2023;31/10/2023;5
305 route Lamy-Boyer;;MEYRALS;232;12/11/2022;04/11/2022;1
20 Rue Adolphe Marais;;HONFLEUR;230;30/11/2022;23/11/2022;3
Route de Nantes;;ERBRAY;286;12/12/2022;07/12/2022;3
8 boulevard de la Corne d'Or;;VILLEFRANCHE-SUR-MER;262;20/01/2023;12/01/2023;5
44 boulevard Richard Lenoir;;PARIS 11E ARRONDISSEMENT;286;11/01/2023;02/01/2023;5
5 boulevard Princesse Grâce de Monaco;;VILLEFRANCHE-SUR-MER;268;09/10/2023;29/09/2023;1
Route de Bastia;;SAINT-FLORENT;118;25/06/2024;19/06/2024;4
138 route des crêtes;;SAINT-GERVAIS-LES-BAINS;71;07/01/2023;02/01/2023;1
3 et 5 Passage de La Fontaine;;LOURDES;224;19/06/2022;13/06/2022;2
26 rue de la Fontaine;;CAEN;136;23/03/2022;14/03/2022;3
1300 avenue du Pyla;;BISCARROSSE;85;14/11/2022;04/11/2022;4
Chemin de Crémanville;;LA RIVIÈRE-SAINT-SAUVEUR;113;03/04/2024;29/03/2024;2
32-34 avenue de l'Océan Cap-Ferret;;LÈGE-CAP-FERRET;78;20/10/2021;13/10/2021;4
355 avenue d'Espagne;;BIDART;124;13/05/2022;04/05/2022;1
24 Boulevard Camille Pelletan;;COLLIOURE;298;04/11/2022;26/10/2022;2
138 rue du Mont Blanc;;SAINT-GERVAIS-LES-BAINS;202;13/07/2022;07/07/2022;5
269 LE LOGIS NEUF;;ESTRABLIN;135;02/04/2024;27/03/2024;2
7 rue du 8 mai 1945;;LA FLOTTE;65;26/03/2020;19/03/2020;3
Rue de la Poste;;VAL-D'ISÈRE;175;26/12/2022;19/12/2022;4
Centre commercial La Galleria;;LE LAMENTIN;128;30/10/2023;24/10/2023;2
3863 route du Mont Ventoux;;BÉDOIN;205;22/06/2022;15/06/2022;3
Route De Tahiti;;RAMATUELLE;231;03/07/2023;26/06/2023;5
Place du Jumelage;;LABEAUME;141;28/10/2020;21/10/2020;2
Route du Boulou;;TRESSERRE;142;12/10/2020;06/10/2020;4
20 place de la Mairie;;LABASTIDE-MURAT;188;03/05/2019;24/04/2019;3
60/74 chemin de la Garoupe;;ANTIBES;252;21/04/2023;14/04/2023;4
route de l'Appié;;VENASQUE;100;28/03/2020;23/03/2020;1
4 rue de l'industrie;;TRÈBES;204;01/02/2023;24/01/2023;1
13 route de la Serrée;;NUITS-SAINT-GEORGES;265;18/03/2022;09/03/2022;4
2 Rue de l'église;;ARTRES;125;24/12/2023;18/12/2023;2
1350 route de la Colle;;SAINT-PAUL-DE-VENCE;277;22/10/2021;12/10/2021;1
Route de Valensole;;ORAISON;113;01/03/2023;23/02/2023;2
13b rue des Etrusques;;AGDE;274;01/06/2022;24/05/2022;4
997 route de la Turche;;LES GETS;104;29/03/2023;20/03/2023;4
18 avenue des Trois Frères Arnaud;;BARCELONNETTE;242;04/09/2023;25/08/2023;2
Au Village;;VISCOS;238;22/07/2021;15/07/2021;4
10 rue des allobroges;;MEGÈVE;123;28/07/2022;20/07/2022;4
1 Voie des Préaux;;NITRY;116;06/11/2023;27/10/2023;3
12 Allée de la Grassinais;;SAINT-MALO;60;14/07/2023;07/07/2023;3
50 route de la Tonnaz;;PRAZ-SUR-ARLY;87;09/04/2024;02/04/2024;4
10 place Carnot;;MORTEAU;67;20/02/2022;11/02/2022;3
95 boulevard de l'Océan;;LA TESTE-DE-BUCH;122;10/07/2021;01/07/2021;2
Lieu-dit La Haie des Vignes;;ALLAIN;107;20/05/2022;10/05/2022;2
53 boulevard de l'Europe;;VERTOU;85;03/07/2024;26/06/2024;3
RUE JACQUES ANQUETIL;;SARLAT-LA-CANÉDA;177;20/05/2024;14/05/2024;1
1089 route de Bourg;;REPLONGES;229;14/12/2024;05/12/2024;2
27 place de l'église;;SIGNY-LE-PETIT;86;06/07/2024;01/07/2024;2
