Colonne1;Nom;nbr_place;Prix;Description;Durée;Période
SAINT-MARTINIEN;Circuit du Bartillat;5;19;Encerclant le village, la boucle vous emmène des paysages bocagers vallonnés aux nombreux étangs le long du Bartillat.;04:14:01;APRES-MIDI
CHANONAT;Parcours à la découverte de Chanonat;4;15;Entrez dans le vieux Chanonat et découvrez ce village qui a construit sa notoriété autour de l'élevage et de la viticulture.;04:13:44;APRES-MIDI
ANSAC-SUR-VIENNE;Ambernac sentier Ambouriane;4;18;Point de départ :  Les Grands Termes - 16500 ANSAC-SUR-VIENNE;04:47:30;MATIN
PÉRONNE;Le Haut Mâconnais;3;19;Parcours de 25 kilomètres à travers les vignes, et les bois du haut-Mâconnais.;04:49:14;SOIR
LODÈVE;BOUCLE CYCLO N°13 - LE COL DU PERTHUS ET LE CIRQUE DE LABEIL DEPUIS LODÈVE;3;15;Depuis Lodève, vous partirez à la découverte des magnifiques paysages caussenards du Larzac méridional. Ascension par le col du Perthus et descente par le splendide cirque de Labeil.;02:26:46;MATIN
MARSEILLAN;BOUCLE CYCLO N°26 - ÉTANG DE THAU, ABBAYE DE VALMAGNE ET PÉZENAS;2;17;Entre étang de Thau et Pézenas, une découverte du vignoble et de villages authentiques.;04:33:35;APRES-MIDI
PLATEAU D'HAUTEVILLE;Balade - La piste des animaux;5;16;Partez à la rencontre des animaux de la forêt. Idéal à pratiquer en famille, à pied ou en raquettes à neige, ce parcours est jalonnée de reproductions d'animaux grandeur nature en résine accompagnées de panneaux explicatifs.;04:27:41;APRES-MIDI
LE GRAU-DU-ROI;L'écurie des Dunes;2;13;"Avec nos chevaux adaptés à tout niveau, profitez des joies de l'équitation !

Idéalement située en Camargue Gardoise l'Ecurie des Dunes vous propose de découvrir nos paysages.

Les balades à cheval sont à la portée de tous !";04:31:37;SOIR
HAUTECOUR;Sentier artistique   Hautecour - Boucle Liberté;3;17;"Vous êtes sensibles à l’art “in situ” en pleine nature ?
Alors ce sentier va vous surprendre. Partez à la découverte de cette galerie artistique en plein air, de nombreuses créations réalisées à partir d’éléments naturels vous y attendent toutes saisons !";01:19:48;SOIR
PÉZENAS;BOUCLE CYCLO N°3 - PÉZENAS, PLAINE VITICOLE ET PLATEAU BASALTIQUE;3;16;Au départ de Pézenas, ville d'Art et d'Histoire, un circuit à la découverte du vignoble et du patrimoine des villages alentours.;00:06:44;MATIN
SAINT-DIDIER-EN-BRESSE;À la recherche du temps perdu;6;18;C'est parti pour aider Max Decoop dans ces aventures à Saint-Didier-en-Bresse à la recherche de son aïeul.;01:17:25;SOIR
MONS;Circuit Les Vignes - PR 22 - Mons;5;10;"MONS - Circuit des vignes (12,5 km - 3 h 15)

Au nord du bourg l’Antenne et le Briou offrent un paysage verdoyant de marais où dominent les peupliers. Au sud un autre paysage bien agréable : les vignes.";02:46:50;MATIN
LA CHAPELLE;Sentier du Galop - La Chapelle;1;13;Découvrez le bourg de la Chapelle et la boucle naturelle de la Charente. Visitez le jolie hameau du Fouilloux.;02:27:38;SOIR
DOLUS-D'OLÉRON;Centre équestre L'éperon Dolusien;4;11;L'Éperon dolusien est une école française d'équitation encadrée par deux moniteurs B.E, six accompagnateurs de T.E et un B.A.P.A.A.T. qui organise des cours, des compétitions, des leçons et des stages toute l'année.;02:54:50;MATIN
BERNAY-SAINT-MARTIN;"Jeu ""Explorer autrement Bernay Saint-Martin""";6;14;A l’aide d’un smartphone ou d’un GPS, partez à la découverte du patrimoine riche et insoupçonné et répondez à un QCM.Circuit dans les rues de Parançay et de la Bournigale;00:57:35;APRES-MIDI
CHIVES;La Grande Borne PR 13 - Chives;3;20;La commune de Chives est située à la limite de trois départements : Charente, Charente-Maritime et Deux-Sèvres. Dans le marais de la Borne se trouve un menhir impressionnant qui n’a pas encore livré tous ses secrets.;00:44:18;MATIN
AMBÉRAC;Sentier du Coteau des Granges - Ambérac;3;15;Baladez-vous le long de la Charente et dans le village. Prenez le temps de faire une pause pique-nique ou bien de vous détendre à l'aire de loisir.;04:52:43;APRES-MIDI
SAINT-FARGEAU;Le Moulin Fleury;3;19;Randonnée balisée N°113. Centre historique de Saint-Fargeau et balade nature sont principalement au menu de cette sortie. Du château aux briques rouges aux peintures murales de la Chapelle Sainte-Anne en passant par le Loing, promenade bucolique.;04:33:03;SOIR
SAINT-FARGEAU;Géocaching en Puisaye-Forterre;6;17;"4 circuits tous publics en Puisaye-Forterre sont consacrés au Géocaching dans les communes de Saint-Sauveur-en-Puisaye ; Saint-Fargeau ; Taingy - Les-Hauts-de-Forterre et Druyes-les-Belles-Fontaines.";01:49:30;APRES-MIDI
TALMONT-SUR-GIRONDE;PR N°20 - Talmont-sur-Gironde;2;10;Au départ de Talmont, la balade vous emmène vers le logis de La Fond qui a été transformé en château par l'adjonction d'un pavillon et de dépendances dont un pigeonnier carré.;00:02:27;APRES-MIDI
TALMONT-SUR-GIRONDE;PR N°20 - Talmont-sur-Gironde;5;16;Au départ de Talmont, la balade vous emmène vers le logis de La Fond qui a été transformé en château par l'adjonction d'un pavillon et de dépendances dont un pigeonnier carré.;01:20:59;APRES-MIDI
SAINT-MANDÉ-SUR-BRÉDOIRE;Circuit Le chemin de Saint-Jacques - PR 9 - Saint-Mandé-sur-Brédoire;2;15;"En 1999 le Comité départemental de randonnée pédestre a créé le Chemin de Saint-Jacques-de-Compostelle à la demande du Conseil général. Celui-ci a ensuite décidé de le signaler par des bornes en pierre. La « Voie de Tours » est
homologuée GR R 655.";03:55:58;MATIN
LICHÈRES;Sentiers des petits bois - Lichères;1;18;Balade autour des bois et champs cultivés.;04:53:38;APRES-MIDI
MACQUEVILLE;Circuit bois et vignes - PR 20 - Macqueville;6;12;Après avoir admiré l’église romane partons sur les chemins des vignes, bois et cultures de Macqueville.;02:51:20;MATIN
BROSSAC;Sentier vallier;3;17;Découvrez la commune de Brossac et ses beaux paysages changeants et surprenants en empruntant le sentier Vallier.;04:42:25;SOIR
TROIS-PALIS;Circuit entre fleuve et vallée;2;12;Sur le plateau calcaire, vous serez immergé au cœur du vignoble du Cognac, puis, par le chemin de halage, vous remonterez paisiblement le cours de la Charente pour rejoindre l’église Notre-Dame dans le bourg de Trois-Palis et sa fameuse chocolaterie.;01:57:45;APRES-MIDI
LA DEVISE;Circuit de la Devise;6;20;Le circuit de la Devise vous fait découvrir les maisons charentaises typiques de nos villages, ses lavoirs, vieux puits et fermes. Le Terrier du Mugon offre un joli panorama à son sommet.;01:24:34;SOIR
GOURVILLETTE;Circuit vignes et côteaux - PR 17 - Gourvillette - Beauvais-sur-Matha;4;13;"Placé en étage sur un coteau, le village est très ancien, sans doute créé vers 450. Le terme de « Gour » date de l’occupation wisigothe ; « villette » c’est la petite ville.";00:32:11;SOIR
DŒUIL-SUR-LE-MIGNON;Circuit Les Trois Villages PR 4 - Doeuil sur le Mignon;2;17;Doeuil-sur-le-Mignon, la Coudre Puits Jacquet, la Ville aux Moines, trois villages chargés d'histoire : les défrichements monastiques, un chemin vers Saint-Jacques-de-Compostelle.;02:28:45;APRES-MIDI
CHAILLEVETTE;Itinéraire VTC N°11 - De Chaillevette aux Mathes;2;13;Ce parcours facile au cœur de la Presqu’île d’Arvert permet de circuler entre Chaillevette et Les Mathes et de relier les Chemins de la Seudre à la Vélodyssée au niveau du port de La Palmyre en 16 km.;03:39:08;MATIN
CHAILLEVETTE;Itinéraire VTC N°11 - De Chaillevette aux Mathes;6;12;Ce parcours facile au cœur de la Presqu’île d’Arvert permet de circuler entre Chaillevette et Les Mathes et de relier les Chemins de la Seudre à la Vélodyssée au niveau du port de La Palmyre en 16 km.;01:57:21;APRES-MIDI
ANGOULÊME;Le Périph'vert;4;15;Voici une belle randonnée urbaine qui offre des panoramas exceptionnels sur le Plateau du Vieil Angoulême et qui permet de découvrir de remarquables espaces naturels préservés à Angoulême, Soyaux, L’Isle d’Espagnac et Gond Pontouvre.;02:57:01;MATIN
AIGRE;Sentier des moulins - Aigre;5;10;Aujourd’hui fusionnée avec Aigre, Villejésus est une commune très étendue et compte de nombreux hameaux dont certains ont une histoire ancienne.;01:36:15;MATIN
TRÉLISSAC;Boucle de Randonnée Nordique N°1;3;13;Aux portes de Périgueux, accessibles par la voie verte, les chemins balisés de Trélissac se nomment Puyconteau, Caussade, les Fontaines, Lauterie en référence au cadre de vie Trélissacois. Vous pourrez y randonner dans un dépaysement total.;03:18:17;SOIR
TRÉLISSAC;Boucle de Randonnée Nordique N°1;3;10;Aux portes de Périgueux, accessibles par la voie verte, les chemins balisés de Trélissac se nomment Puyconteau, Caussade, les Fontaines, Lauterie en référence au cadre de vie Trélissacois. Vous pourrez y randonner dans un dépaysement total.;02:46:31;APRES-MIDI
MARANS;Vélodyssée et Vélo Francette : Canal Marans - La Rochelle;1;15;Itinéraire très accessible et très plat à faire en famille ou entre amis. Cet itinéraire emprunte la Vélodyssée et Vélo Francette, le long du canal de Marans-La Rochelle. Attention, temps de circuit comptabilisé en aller simple.;03:32:52;SOIR
MARANS;La Vélo Francette entre Marans et Bazoin;2;10;23 km de balade bucolique le long de la Sèvre Niortaise, du centre ville de Marans jusqu'aux écluses de Bazoin, sur la commune de La Ronde. Attention, temps de circuit comptabilisé en aller simple.;00:49:34;APRES-MIDI
GÉNÉBRIÈRES;Circuit de la Forêt PR3 Génébrières;4;19;Embarquez sur le Circuit de la Forêt, pour une randonnée au milieu de la nature. Vous pourrez découvrir en chemin des paysages champêtres et vallonnées qui offrent de nombreux points de vue sur la campagne environnante.;03:41:59;APRES-MIDI
PLAINFAING;BALADE À ÉNIGMES - SUR LES CHEMINS DE L'EAU ET DE LA BIODIVERSITÉ;4;10;"Parcours ludique à suivre sur l'application gratuite Baludik ou avec le livret disponible gratuitement à l'Office de Tourisme.

Adèle et Marwann sont en séjour chez leur oncle dans cette nouvelle aventure. Accompagne-les sur les chemins de Plainfaing pour en apprendre plus sur les cours d'eau du territoire !
Emporte en plus avec toi une gourde d'eau et une collation, une casquette ou un chapeau et un stylo. N'oublie pas de prendre une paire de jumelles et de bien recharger ton téléphone portable avant de partir en balade !

Cette balade de 5,7km te prendra environ 2h30. Le dénivelé positif est de 174m.";03:25:39;MATIN
MANDRAY;BALADE À ÉNIGMES - SUR LES CHEMINS DE L'EAU ET DE LA BIODIVERSITÉ;4;13;"Parcours ludique à faire avec le livret disponible gratuitement à l'Office de Tourisme.

Mehdi, le papa d'Adèle et Marwann, est un grand passionné d'histoire. Il s'intéresse tout particulièrement à la façon dont l'homme a modelé et aménagé les paysages au fil des siècles.
Ici, dans la Déodatie, il a remarqué que l'homme entretient un rapport étroit avec l'eau. Il a noté la présence de nombreuses prises d'eau sur les rivières, qui permettaient d'alimenter des canaux pour faire fonctionner les usines : scieries, papeteries, usines de tissage, moulins ...
Pour partager sa passion avec ses enfants, Mehdi leur a concocté une enquête à résoudre au cours d'une balade sur les hauteurs de Mandray !

Aide Adèle et Marwann dans leur jeu de piste pour découvrir, toi aussi, le mystérieux mot que veut faire découvrir leur papa ! Emporte en plus avec toi une gourde d'eau et une collation, une casquette ou un chapeau et un stylo.";02:57:36;SOIR
VALLOIRE;Sentier thématique Les Couleurs du Temps - La Rivine - Les Verneys - Pratier;6;15;"Le sentier thématique ""Les Couleurs du Temps"" vous propose de vous initier au dessin nature (crayon ou aquarelle) lors d'une balade entre le hameau des Verneys et Pratier.";04:20:18;APRES-MIDI
SAINT-DIÉ-DES-VOSGES;BALADE POUSSETTE A SAINT DIE;6;11;"Flânez en famille dans les rues de Saint-Dié-des-Vosges et découvrez une partie de l'histoire de la ville. 
Le circuit démarre dans la parc Jean Mansuy, au pied de la Tour de la Liberté. Côté Tour, empruntez l'allée sous les arbres jusqu'au Monument aux Morts. Vous passerez sous le Torii, cette porte Japonaise qui vous fait passer du monde réél à celui des rêves.
Poursuivez jusqu'à l'entrée de la rue Thiers et longez la jusqu'à la place de la Cathédrale. 
Là, profitez des bancs, des espaces aménagés, de la fontaine et de la vue sur la Cathédrale (vous pouvez entrer y admirer l'architecture et les vitraux de Jean Bazaine). N'oubliez pas de rendre visite au Déodatien le plus sédentaire et le plus âgé : le tilleul de la Cathédrale ! On raconte que sa plantation remonte à 1350 !
Revenez ensuite sur vos pas jusqu'à l'entrée de la rue Thiers (côté Grand Café) et prenez sur votre droite la rue d'Amérique, jusqu'à la petite rue de la Colombière. Rejoignez ainsi la rue Carbonnar pour revenir face à la Tour de la Liberté. 
Là, vous pourrez, si vous le souhaitez, pousser la porte de La Boussole, médiathèque récemment inaugurée pour prolonger le moment en famille. Des expositions, jeux, espaces ludiques, ... vous y attendent ainsi que l'Office du Tourisme.
Pour clôturer la balade, nous vous invitons à vous rendre au magnifique jardin Simone Veil et son immense aire de jeux pour toute la famille. Un agréable moment qui saura ravir tout le monde !";04:19:29;MATIN
SAINT-CHRISTOPHE-VALLON;Balade à Saint-Christophe;6;17;Balade le long de l'ancienne ligne de chemin de fer minier de Decazeville à Marcillac;03:32:49;SOIR
BUZY;Boucle de Croix de Buzy - Bescat;4;13;Un beau parcours d’échauffement, vallonné, sans difficulté, avec un magnifique panorama sur l’entrée de la vallée d’Ossau.;02:56:54;APRES-MIDI
LAVERGNE;Circuit VTT 10 - Les bois de Lavergne;2;13;Ce parcours démarre du parking de l'église Saint-Maxence à Lavergne. Vous pouvez aussi joindre le parcours depuis Lauzun, Saint-Colomb-de-Lauzun ou Bourgougnague.;01:57:32;APRES-MIDI
VAL-CENIS;Sentier botanique à pied;2;10;Empruntez ce sentier d’un pas léger pour mieux comprendre l’étage montagnard sur un adret ensoleillé. Il vous offrira la plupart de ses richesses en début d’été. Un enseignement grandeur nature.;03:47:38;MATIN
VAL-CENIS;Boucle pédestre de Bérold de Saxe;3;18;Une manière ludique de partir à la découverte du Monolithe, au cœur de sa forêt. Prenez-vous au jeu et réinventez une balade très appréciée par petits et grands.;03:27:45;SOIR
VAL-CENIS;Sentier pédestre sylvicole;1;12;Promenons-nous dans les bois… Une balade forestière entre Sollières et Sardières pour découvrir différentes essences endémiques. Goûtez à ce concentré forestier au cœur de la vallée.;04:01:25;MATIN
MODANE;Sentier des Essarts à pied;3;16;Un sentier plein de fraîcheur entre forêt et torrent sur fond de patrimoine. Traversez l’ancien hameau du Charmaix au cours d’une balade jalonnée par des panneaux pédagogiques à lire sans hésiter.;00:44:12;MATIN
BESSANS;Sentier nature à pied;4;12;Qui pourrait croire que la flore alpine a tant de vertus ? Prenez le temps de parcourir pas à pas ces quelques km de curiosités naturelles. Devenez apprenti botaniste et cueillez des yeux toutes ces fleurs intrigantes à proximité du village.;02:35:26;SOIR
VERRIÈRES-EN-FOREZ;Sentier botanique et forestier - Abiessence;3;10;En immersion dans la forêt toute proche de la distillerie, venez découvrir les essences d'arbres et le travail du bois au travers de panneaux et informations adaptées.;04:34:53;SOIR
BOËGE;Projet Martin;4;17;"Un parcours ludique et éducatif sur le théme de la préservation de l'environnement. Projet créé par les enfants du centre de loisirs ""Les culottes courtes""";04:15:31;MATIN
RUPT-SUR-MOSELLE;CIRCUIT POUSSETTE DE RUPT SUR MOSELLE;2;18;Circuit en boucle de 3,5 km. Durée : 1h45. Départ : Bureau d'information touristique de Rupt-sur-Moselle. Un parcours qui permet de découvrir un joli étang en plein cœur de Rupt-sur-Moselle. 1. L’Office de Tourisme est idéalement situé. Il est entouré d’un skate-park, de 2 jeux, d’un point d’eau, d’une aire de pique-nique et de toilettes publiques. 2. Tournez le dos à l’office de tourisme et prenez la Voie Verte sur la gauche. 3. Vous apercevez le restaurant « le Bolha » sur la gauche ainsi que la Croix de Parier qui surplombe le village. Ensuite, vous passez devant l’aire de camping-car de la Parelle et son aire de pique-nique. Allez tout droit à l’intersection suivante. 4. Prenez ensuite à gauche le petit terre-plein qui amène sur un parking entre l’ancien magasin Aldi et l’ancien garage de la Roche. 5. Traversez le parking en diagonale sur la droite en direction des poubelles qui bordent la route principale. 6. Traversez droit devant vous sur le passage piétons en direction de l’abri de bus puis prenez à droite sur 10 mètres. 7. A l’intersection, engagez-vous tout droit dans la « rue de la Roche ». Ne partez pas sur la gauche dans la « rue du Champ du Gé ». 8. Vous arrivez à un rond-point, l’étang de la Roche se trouve juste derrière. Prenez la route sur la droite pour faire le tour de l’étang. Ce site charmant est propice à une halte sur les tables de pique-nique et bancs mis à disposition des promeneurs. 9. Une fois le tour de l’étang terminé, prenez la route sur la droite (« rue des Boulés ») et ne retournez pas en direction du rond-point. 10. Suivez la route, droit devant vous, qui traverse une zone résidentielle. Vous arrivez sur un nouveau rond-point. 11. Allez tout droit « rue de la Dermanville » et au croisement suivant, allez encore tout droit. Ne prenez pas à droite la « rue des 5 frères Fresse ». 12. Au carrefour suivant, sur la droite, au 18 « rue Albert Creusot », vous pourrez admirer des ruches et du matériel apicole à « la Boîte à Ruches ». Aller-retour. 13. Un peu plus loin, vous arrivez à l’aire de jeux de l’Ascensement. Elle est équipée d’une balançoire, d’un toboggan et d’un kiosque. 14. Au STOP, face à l’auto-école, prenez à gauche. La mairie se trouve à droite à 50 mètres : parc, bancs. 15. De la mairie, allez tout droit vers la route principale. Au carrefour, allez en face direction « Corravillers » en empruntant le passage piétons. Allez tout droit, vous passez devant le salon de beauté Kiou. Prenez ensuite la Voie Verte sur la gauche pour rejoindre l’office de tourisme.;00:08:06;APRES-MIDI
JUMILHAC-LE-GRAND;Boucle des ponts;3;16;Randonnée sympathique et ombragée, sans route, au bord de la rivière l'Isle, au pied du château de Jumilhac-le-Grand. Amusez-vous à compter le nombre de ponts que vous empruntez. Un indice : ils se comptent sur les doigts d'une main.;02:51:31;MATIN
SARRANCE;N°4 Turon d'Aurey;5;11;Le trône du Roi !! Voilà un nom qui laisse rêveur… Cette montée directe assez soutenue accède à un point de vue panoramique exceptionnel. Il suffit de prendre un rythme régulier pour admirer au sommet le royaume ! Il peut faire chaud lors de la montée, mais un bon air souffle sur la cime.;02:46:42;MATIN
SAINT-MESMIN;Circuit VTT Naturellement Périgord n°13 bleu;5;10;Parcours VTT balisé selon le label FFCT, difficulté bleue;01:53:28;SOIR
SAINT-MESMIN;Circuit VTT Naturellement Périgord n°14 rouge;4;17;Parcours VTT balisé selon le label FFCT, difficulté rouge;00:24:09;APRES-MIDI
PÉRIGUEUX;Périgueux-Abbaye de Chancelade-Périgueux en écomobilité;4;20;Le parcours est situé en voie verte depuis la gare de Périgueux jusqu’à l’abbaye. Sur un ancien chemin de halage, cette voie verte permet également de rejoindre la cathédrale Saint Front en prenant à gauche. Le canal a été creusé au XIXème siècle pour faciliter la navigation .;04:38:37;MATIN
PÉRIGUEUX;Périgueux-Abbaye de Chancelade-Périgueux en écomobilité;5;16;Le parcours est situé en voie verte depuis la gare de Périgueux jusqu’à l’abbaye. Sur un ancien chemin de halage, cette voie verte permet également de rejoindre la cathédrale Saint Front en prenant à gauche. Le canal a été creusé au XIXème siècle pour faciliter la navigation .;02:29:42;SOIR
MINERVE;BOUCLE CYCLO N°12 - A L’ASSAUT DU HAUT-LANGUEDOC DEPUIS MINERVE;4;18;Une boucle sportive depuis Minerve, à la découverte des hauteurs voisines et des gorges de la Cesse.;01:05:43;APRES-MIDI
ANIANE;BOUCLE CYCLO N°4 - LES GORGES DE L’HÉRAULT ET LE COL DES LAVAGNES;5;17;Un des plus beaux parcours du Département à travers le Grand Site des Gorges de l'Hérault, avec l'ascension du magnifique col des Lavagnes.;00:41:01;MATIN
BANASSAC-CANILHAC;[IMPRATICABLE] Canilhac (variante courte par la route );4;10;Petite randonnée entre la Vallée du Lot et le Causse de Sauveterre autour du village de Canilhac.;01:37:26;MATIN
BANASSAC-CANILHAC;[IMPRATICABLE] Canilhac (variante longue par la corniche );4;14;Une randonnée sportive entre Vallée du Lot et Causse de Sauveterre.;02:39:58;SOIR
CHAMPAGNEY;SENTIER DE LA BLANCHE PIERRE;3;16;Circuit alliant géologie, flore locale et histoire minière. Différentes sortes de grès visibles dans la première ascension, jolis points de vue sur la vallée du Rahin et sur les contrefort des Vosges par temps clairs. Cette balade est très arborée, donc assez ombragée en été.  Vous pourrez découvrir d'anciens emplacements de terrils de charbon, des tranchées datant de la libération, des cités ouvrière de l'ancienne exploitation minière.;00:16:47;MATIN
CHAMPAGNEY;SENTIER DE LA BLANCHE PIERRE;1;10;Circuit alliant géologie, flore locale et histoire minière. Différentes sortes de grès visibles dans la première ascension, jolis points de vue sur la vallée du Rahin et sur les contrefort des Vosges par temps clairs. Cette balade est très arborée, donc assez ombragée en été.  Vous pourrez découvrir d'anciens emplacements de terrils de charbon, des tranchées datant de la libération, des cités ouvrière de l'ancienne exploitation minière.;04:18:24;APRES-MIDI
VENDENESSE-LÈS-CHAROLLES;Balade Verte - A la rencontre de nos hameaux (VE3);3;15;"Au point de départ en plein centre bourg, ce circuit de 28 km vous permettra de passer dans le bois de la Vernée, le château de Collanges, un lavoir, franchir la rivière ""La Semence"" et d'être au milieu du bocage.";01:46:12;MATIN
VENDENESSE-LÈS-CHAROLLES;Balade Verte - La Ligne (VE1);5;11;Petite promenade de 6 km au cours de laquelle vous ferez le tour du bourg en toute simplicité.;03:19:15;APRES-MIDI
MALIGNY;La rando Malivigne Aventure;1;14;"Un chemin créé par les élèves de CM1-CM2 de l'école de Maligny pour faire découvrir l'histoire de leur village et de ses environs : l'église Notre-Dame de l'Assomption (XIIe-XVIIIe s.), les halles (XIXe s.), le château (XIIe s.) ; à Villy, le lavoir (XIXe s.), à Lignorelles, l'église Saint-Martin (XIIe s.) ; le vignoble et les panoramas sur le Chablisien...";00:45:57;APRES-MIDI
ORGON;Balade nature - Les oiseaux des milieux ouverts;3;18;L’application permet de montrer le chemin et révéler ce qu’un simple regard ne saurait déceler.;01:09:43;MATIN
CHÂTILLON-SUR-SEINE;En routes les gourmands : les vignobles de l’Yonne et du Châtillonnais;4;14;Paradis des vins et de la gastronomie, les routes qui traversent les vignobles septentrionaux de la Bourgogne sont bordées de vallées et de forêts qui mènent à d’authentiques villes et villages. Chablis, Auxerre, Tonnerre ou Châtillon-sur-Seine, sont des lieux propices à d’innombrables dégustations.;00:21:49;MATIN
COULANGES-LA-VINEUSE;La Cool'angeoise;6;15;Un chemin créé par les élèves de CM2 de l’école de Coulanges-la-Vineuse pour faire découvrir le patrimoine de leur village et le vignoble.;02:11:44;MATIN
